medicine_name,composition,medicine_type,price,quantity_available,pharmacy,prescription_required
Cefixime 100mg Injection,Cefixime 100mg,Injection,357.88,49,Netmeds,True
Ibuprofen 250mg Capsule,Ibuprofen 250mg,Capsule,160.41,61,Apollo Pharmacy,False
Rabeprazole 250mg Ointment,Rabeprazole 250mg,Ointment,223.65,162,MedPlus,False
Metformin 650mg Gel,Metformin 650mg,Gel,598.18,221,Wellness Forever,True
Ibuprofen 650mg Tablet,Ibuprofen 650mg,Tablet,386.26,239,MedPlus,False
Amoxicillin 500mg Gel,Amoxicillin 500mg,Gel,250.35,246,Sharma Medical,True
Methylcobalamin 20mg Capsule,Methylcobalamin 20mg,Capsule,204.53,39,MedPlus,False
Diclofenac 20mg Ointment,Diclofenac 20mg,Ointment,123.14,148,Sharma Medical,True
Ofloxacin 5mg Gel,Ofloxacin 5mg,Gel,436.61,213,MedPlus,True
Methylcobalamin 10mg Cream,Methylcobalamin 10mg,Cream,93.25,191,Apollo Pharmacy,False
Cefixime 250mg Drops,Cefixime 250mg,Drops,128.17,86,Guardian Pharmacy,True
Atorvastatin 100mg Capsule,Atorvastatin 100mg,Capsule,101.73,195,Apollo Pharmacy,True
Atorvastatin 20mg Gel,Atorvastatin 20mg,Gel,119.11,231,Apollo Pharmacy,True
Levocetirizine 250mg Ointment,Levocetirizine 250mg,Ointment,181.21,68,Sharma Medical,False
Azithromycin 10mg Gel,Azithromycin 10mg,Gel,514.12,189,Apollo Pharmacy,True
Ibuprofen 100mg Drops,Ibuprofen 100mg,Drops,479.39,47,Netmeds,False
Tramadol 20mg Drops,Tramadol 20mg,Drops,360.36,30,Netmeds,True
Cefixime 650mg Injection,Cefixime 650mg,Injection,299.92,209,Apollo Pharmacy,True
Cetirizine 20mg Tablet,Cetirizine 20mg,Tablet,178.6,31,Apollo Pharmacy,False
Levocetirizine 40mg Syrup,Levocetirizine 40mg,Syrup,114.66,24,Guardian Pharmacy,False
Azithromycin 100mg Gel,Azithromycin 100mg,Gel,461.47,115,Sharma Medical,True
Telmisartan 650mg Drops,Telmisartan 650mg,Drops,46.17,89,MedPlus,True
Amlodipine 200mg Drops,Amlodipine 200mg,Drops,472.66,191,Guardian Pharmacy,True
Pantoprazole 10mg Cream,Pantoprazole 10mg,Cream,163.56,17,Netmeds,False
Cefixime 650mg Ointment,Cefixime 650mg,Ointment,46.77,5,Netmeds,True
Azithromycin 100mg Cream,Azithromycin 100mg,Cream,139.39,11,MedPlus,True
Telmisartan 500mg Cream,Telmisartan 500mg,Cream,314.14,34,Wellness Forever,True
Methylcobalamin 100mg Ointment,Methylcobalamin 100mg,Ointment,582.93,72,Apollo Pharmacy,False
Losartan 650mg Drops,Losartan 650mg,Drops,248.71,102,Wellness Forever,True
Telmisartan 250mg Ointment,Telmisartan 250mg,Ointment,179.98,124,Wellness Forever,True
Atorvastatin 250mg Cream,Atorvastatin 250mg,Cream,108.42,183,Sharma Medical,True
Amoxicillin 20mg Capsule,Amoxicillin 20mg,Capsule,527.62,110,Guardian Pharmacy,True
Atorvastatin 40mg Tablet,Atorvastatin 40mg,Tablet,534.14,112,Guardian Pharmacy,True
Tramadol 100mg Injection,Tramadol 100mg,Injection,202.67,106,Sharma Medical,True
Ibuprofen 500mg Syrup,Ibuprofen 500mg,Syrup,617.62,119,MedPlus,False
Telmisartan 5mg Injection,Telmisartan 5mg,Injection,92.51,113,Apollo Pharmacy,True
Diclofenac 650mg Injection,Diclofenac 650mg,Injection,544.16,71,Wellness Forever,True
Azithromycin 40mg Capsule,Azithromycin 40mg,Capsule,366.96,146,Wellness Forever,True
Pantoprazole 250mg Ointment,Pantoprazole 250mg,Ointment,513.82,164,Guardian Pharmacy,False
Rabeprazole 500mg Drops,Rabeprazole 500mg,Drops,276.41,42,Guardian Pharmacy,False
Cefixime 500mg Capsule,Cefixime 500mg,Capsule,370.99,30,Wellness Forever,True
Losartan 40mg Gel,Losartan 40mg,Gel,180.52,172,Netmeds,True
Cefixime 250mg Ointment,Cefixime 250mg,Ointment,121.86,108,MedPlus,True
Ofloxacin 250mg Drops,Ofloxacin 250mg,Drops,264.52,230,Wellness Forever,True
Atorvastatin 100mg Tablet,Atorvastatin 100mg,Tablet,599.49,234,Wellness Forever,True
Paracetamol 10mg Gel,Paracetamol 10mg,Gel,210.39,220,Netmeds,False
Amoxicillin 650mg Injection,Amoxicillin 650mg,Injection,203.71,195,Netmeds,True
Levocetirizine 40mg Cream,Levocetirizine 40mg,Cream,397.98,27,MedPlus,False
Aceclofenac 40mg Injection,Aceclofenac 40mg,Injection,484.72,199,Guardian Pharmacy,True
Vitamin D3 200mg Tablet,Vitamin D3 200mg,Tablet,516.97,21,Wellness Forever,False
Rabeprazole 650mg Drops,Rabeprazole 650mg,Drops,509.97,139,Guardian Pharmacy,False
Paracetamol 5mg Syrup,Paracetamol 5mg,Syrup,570.37,56,Apollo Pharmacy,False
Atorvastatin 100mg Tablet,Atorvastatin 100mg,Tablet,44.26,97,Sharma Medical,True
Amlodipine 20mg Cream,Amlodipine 20mg,Cream,537.4,134,Netmeds,True
Amoxicillin 5mg Tablet,Amoxicillin 5mg,Tablet,249.63,157,Netmeds,True
Telmisartan 200mg Ointment,Telmisartan 200mg,Ointment,235.15,46,Wellness Forever,True
Azithromycin 250mg Cream,Azithromycin 250mg,Cream,258.63,46,Guardian Pharmacy,True
Amlodipine 5mg Injection,Amlodipine 5mg,Injection,444.37,73,Sharma Medical,True
Diclofenac 250mg Tablet,Diclofenac 250mg,Tablet,314.47,38,Sharma Medical,True
Telmisartan 5mg Tablet,Telmisartan 5mg,Tablet,173.03,211,Wellness Forever,True
Pantoprazole 40mg Drops,Pantoprazole 40mg,Drops,555.31,122,Wellness Forever,False
Amlodipine 10mg Ointment,Amlodipine 10mg,Ointment,444.05,216,Guardian Pharmacy,True
Methylcobalamin 250mg Capsule,Methylcobalamin 250mg,Capsule,338.35,174,Wellness Forever,False
Losartan 10mg Cream,Losartan 10mg,Cream,448.66,128,Apollo Pharmacy,True
Levocetirizine 20mg Cream,Levocetirizine 20mg,Cream,561.63,71,Sharma Medical,False
Cetirizine 650mg Injection,Cetirizine 650mg,Injection,342.03,66,Apollo Pharmacy,False
Ofloxacin 20mg Drops,Ofloxacin 20mg,Drops,446.32,189,Apollo Pharmacy,True
Tramadol 10mg Cream,Tramadol 10mg,Cream,590.61,108,Netmeds,True
Ibuprofen 20mg Injection,Ibuprofen 20mg,Injection,475.54,61,Sharma Medical,False
Losartan 20mg Ointment,Losartan 20mg,Ointment,335.67,221,MedPlus,True
Losartan 10mg Syrup,Losartan 10mg,Syrup,74.27,37,Sharma Medical,True
Pantoprazole 20mg Syrup,Pantoprazole 20mg,Syrup,429.53,61,Wellness Forever,False
Atorvastatin 40mg Cream,Atorvastatin 40mg,Cream,514.8,89,Wellness Forever,True
Pantoprazole 100mg Cream,Pantoprazole 100mg,Cream,555.07,125,Apollo Pharmacy,False
Cefixime 100mg Capsule,Cefixime 100mg,Capsule,579.45,133,Apollo Pharmacy,True
Methylcobalamin 40mg Cream,Methylcobalamin 40mg,Cream,46.49,223,MedPlus,False
Metformin 20mg Injection,Metformin 20mg,Injection,273.06,150,Netmeds,True
Metformin 650mg Gel,Metformin 650mg,Gel,508.96,129,Wellness Forever,True
Telmisartan 250mg Gel,Telmisartan 250mg,Gel,15.01,75,MedPlus,True
Telmisartan 100mg Syrup,Telmisartan 100mg,Syrup,512.96,204,Apollo Pharmacy,True
Metformin 40mg Drops,Metformin 40mg,Drops,269.37,127,Netmeds,True
Paracetamol 200mg Tablet,Paracetamol 200mg,Tablet,139.23,100,Apollo Pharmacy,False
Levocetirizine 250mg Injection,Levocetirizine 250mg,Injection,443.77,165,Sharma Medical,False
Atorvastatin 20mg Injection,Atorvastatin 20mg,Injection,211.11,31,Netmeds,True
Rabeprazole 650mg Cream,Rabeprazole 650mg,Cream,53.65,16,Wellness Forever,False
Cetirizine 200mg Ointment,Cetirizine 200mg,Ointment,392.48,91,Netmeds,False
Metformin 100mg Gel,Metformin 100mg,Gel,241.2,53,MedPlus,True
Methylcobalamin 5mg Tablet,Methylcobalamin 5mg,Tablet,155.12,38,MedPlus,False
Paracetamol 500mg Syrup,Paracetamol 500mg,Syrup,245.89,171,Apollo Pharmacy,False
Methylcobalamin 200mg Cream,Methylcobalamin 200mg,Cream,409.56,157,Apollo Pharmacy,False
Amoxicillin 250mg Tablet,Amoxicillin 250mg,Tablet,452.06,111,Netmeds,True
Methylcobalamin 200mg Capsule,Methylcobalamin 200mg,Capsule,173.25,184,MedPlus,False
Amlodipine 10mg Tablet,Amlodipine 10mg,Tablet,280.52,30,Sharma Medical,True
Rabeprazole 650mg Cream,Rabeprazole 650mg,Cream,279.21,235,Apollo Pharmacy,False
Rabeprazole 10mg Capsule,Rabeprazole 10mg,Capsule,84.74,32,Netmeds,False
Amlodipine 10mg Injection,Amlodipine 10mg,Injection,542.5,56,Wellness Forever,True
Diclofenac 650mg Cream,Diclofenac 650mg,Cream,37.14,132,MedPlus,True
Tramadol 5mg Gel,Tramadol 5mg,Gel,13.75,176,Apollo Pharmacy,True
Amoxicillin 650mg Ointment,Amoxicillin 650mg,Ointment,617.75,204,Guardian Pharmacy,True
Azithromycin 10mg Capsule,Azithromycin 10mg,Capsule,423.09,121,Wellness Forever,True
Pantoprazole 250mg Ointment,Pantoprazole 250mg,Ointment,75.68,49,Apollo Pharmacy,False
Cetirizine 20mg Gel,Cetirizine 20mg,Gel,283.78,34,Apollo Pharmacy,False
Ibuprofen 650mg Tablet,Ibuprofen 650mg,Tablet,435.22,48,Wellness Forever,False
Vitamin D3 10mg Ointment,Vitamin D3 10mg,Ointment,572.47,28,Wellness Forever,False
Levocetirizine 500mg Syrup,Levocetirizine 500mg,Syrup,267.7,121,Wellness Forever,False
Methylcobalamin 40mg Ointment,Methylcobalamin 40mg,Ointment,425.96,209,MedPlus,False
Amoxicillin 250mg Syrup,Amoxicillin 250mg,Syrup,638.24,221,MedPlus,True
Amoxicillin 100mg Drops,Amoxicillin 100mg,Drops,523.84,178,Netmeds,True
Telmisartan 20mg Drops,Telmisartan 20mg,Drops,402.05,225,Sharma Medical,True
Metformin 100mg Ointment,Metformin 100mg,Ointment,84.05,110,Netmeds,True
Ibuprofen 10mg Capsule,Ibuprofen 10mg,Capsule,429.87,8,Sharma Medical,False
Rabeprazole 20mg Injection,Rabeprazole 20mg,Injection,343.19,181,Sharma Medical,False
Ofloxacin 40mg Capsule,Ofloxacin 40mg,Capsule,434.17,68,Netmeds,True
Vitamin D3 650mg Drops,Vitamin D3 650mg,Drops,547.3,147,Guardian Pharmacy,False
Ibuprofen 650mg Tablet,Ibuprofen 650mg,Tablet,334.55,125,Netmeds,False
Telmisartan 100mg Capsule,Telmisartan 100mg,Capsule,216.56,89,Wellness Forever,True
Ibuprofen 200mg Injection,Ibuprofen 200mg,Injection,422.44,108,MedPlus,False
Azithromycin 100mg Ointment,Azithromycin 100mg,Ointment,523.2,119,Apollo Pharmacy,True
Tramadol 20mg Ointment,Tramadol 20mg,Ointment,87.73,132,Sharma Medical,True
Paracetamol 40mg Capsule,Paracetamol 40mg,Capsule,275.07,147,Guardian Pharmacy,False
Paracetamol 10mg Capsule,Paracetamol 10mg,Capsule,579.89,148,MedPlus,False
Aceclofenac 20mg Gel,Aceclofenac 20mg,Gel,538.55,214,MedPlus,True
Aceclofenac 200mg Gel,Aceclofenac 200mg,Gel,501.61,158,Netmeds,True
Vitamin D3 500mg Ointment,Vitamin D3 500mg,Ointment,74.16,173,MedPlus,False
Paracetamol 20mg Gel,Paracetamol 20mg,Gel,541.47,209,Wellness Forever,False
Losartan 500mg Gel,Losartan 500mg,Gel,41.21,47,Netmeds,True
Metformin 500mg Drops,Metformin 500mg,Drops,174.24,55,MedPlus,True
Amoxicillin 5mg Drops,Amoxicillin 5mg,Drops,303.6,205,MedPlus,True
Levocetirizine 40mg Capsule,Levocetirizine 40mg,Capsule,41.67,167,Sharma Medical,False
Cefixime 100mg Capsule,Cefixime 100mg,Capsule,303.81,155,Guardian Pharmacy,True
Metformin 250mg Ointment,Metformin 250mg,Ointment,350.37,17,Guardian Pharmacy,True
Diclofenac 200mg Ointment,Diclofenac 200mg,Ointment,510.33,238,MedPlus,True
Cefixime 650mg Syrup,Cefixime 650mg,Syrup,78.07,173,Guardian Pharmacy,True
Ofloxacin 200mg Gel,Ofloxacin 200mg,Gel,574.33,112,Guardian Pharmacy,True
Atorvastatin 40mg Cream,Atorvastatin 40mg,Cream,626.77,80,Netmeds,True
Metformin 40mg Syrup,Metformin 40mg,Syrup,396.41,231,Sharma Medical,True
Rabeprazole 200mg Cream,Rabeprazole 200mg,Cream,561.13,187,Sharma Medical,False
Losartan 5mg Injection,Losartan 5mg,Injection,145.8,187,Wellness Forever,True
Vitamin D3 650mg Syrup,Vitamin D3 650mg,Syrup,333.48,182,Sharma Medical,False
Levocetirizine 20mg Capsule,Levocetirizine 20mg,Capsule,370.73,154,Guardian Pharmacy,False
Diclofenac 40mg Cream,Diclofenac 40mg,Cream,527.7,138,Apollo Pharmacy,True
Paracetamol 650mg Drops,Paracetamol 650mg,Drops,45.86,19,MedPlus,False
Pantoprazole 10mg Syrup,Pantoprazole 10mg,Syrup,448.0,42,Apollo Pharmacy,False
Cetirizine 200mg Injection,Cetirizine 200mg,Injection,32.61,213,Netmeds,False
Amoxicillin 200mg Injection,Amoxicillin 200mg,Injection,260.11,135,Sharma Medical,True
Cetirizine 40mg Tablet,Cetirizine 40mg,Tablet,259.26,249,Sharma Medical,False
Levocetirizine 250mg Tablet,Levocetirizine 250mg,Tablet,486.46,56,Guardian Pharmacy,False
Aceclofenac 20mg Injection,Aceclofenac 20mg,Injection,493.76,144,Sharma Medical,True
Ofloxacin 5mg Injection,Ofloxacin 5mg,Injection,199.69,50,Sharma Medical,True
Azithromycin 650mg Syrup,Azithromycin 650mg,Syrup,480.98,35,Netmeds,True
Ibuprofen 10mg Drops,Ibuprofen 10mg,Drops,367.11,38,MedPlus,False
Cefixime 250mg Cream,Cefixime 250mg,Cream,222.9,186,MedPlus,True
Ibuprofen 20mg Syrup,Ibuprofen 20mg,Syrup,392.81,203,Sharma Medical,False
Ofloxacin 100mg Cream,Ofloxacin 100mg,Cream,515.96,145,Wellness Forever,True
Azithromycin 200mg Gel,Azithromycin 200mg,Gel,152.34,52,Guardian Pharmacy,True
Azithromycin 40mg Syrup,Azithromycin 40mg,Syrup,358.49,108,Apollo Pharmacy,True
Vitamin D3 5mg Injection,Vitamin D3 5mg,Injection,435.21,89,Wellness Forever,False
Cetirizine 200mg Injection,Cetirizine 200mg,Injection,314.96,148,Sharma Medical,False
Paracetamol 20mg Capsule,Paracetamol 20mg,Capsule,296.34,236,Sharma Medical,False
Ofloxacin 250mg Injection,Ofloxacin 250mg,Injection,447.47,87,Netmeds,True
Amoxicillin 10mg Drops,Amoxicillin 10mg,Drops,356.67,77,Apollo Pharmacy,True
Rabeprazole 200mg Gel,Rabeprazole 200mg,Gel,524.2,119,Netmeds,False
Ibuprofen 5mg Cream,Ibuprofen 5mg,Cream,216.36,26,Apollo Pharmacy,False
Telmisartan 500mg Tablet,Telmisartan 500mg,Tablet,146.48,166,MedPlus,True
Diclofenac 5mg Capsule,Diclofenac 5mg,Capsule,355.09,184,Sharma Medical,True
Diclofenac 650mg Capsule,Diclofenac 650mg,Capsule,27.15,188,Wellness Forever,True
Ibuprofen 500mg Capsule,Ibuprofen 500mg,Capsule,46.62,208,Wellness Forever,False
Losartan 5mg Capsule,Losartan 5mg,Capsule,593.21,109,Netmeds,True
Aceclofenac 40mg Drops,Aceclofenac 40mg,Drops,213.87,104,Sharma Medical,True
Amoxicillin 500mg Tablet,Amoxicillin 500mg,Tablet,494.3,154,Apollo Pharmacy,True
Azithromycin 200mg Gel,Azithromycin 200mg,Gel,79.71,206,Sharma Medical,True
Cetirizine 10mg Capsule,Cetirizine 10mg,Capsule,500.24,117,Netmeds,False
Methylcobalamin 100mg Tablet,Methylcobalamin 100mg,Tablet,111.73,61,MedPlus,False
Methylcobalamin 650mg Cream,Methylcobalamin 650mg,Cream,202.16,232,Sharma Medical,False
Vitamin D3 200mg Tablet,Vitamin D3 200mg,Tablet,570.1,41,Apollo Pharmacy,False
Ibuprofen 40mg Tablet,Ibuprofen 40mg,Tablet,354.7,247,Apollo Pharmacy,False
Cetirizine 20mg Injection,Cetirizine 20mg,Injection,147.09,236,Sharma Medical,False
Rabeprazole 650mg Syrup,Rabeprazole 650mg,Syrup,129.39,162,Wellness Forever,False
Amlodipine 650mg Capsule,Amlodipine 650mg,Capsule,440.08,150,Apollo Pharmacy,True
Losartan 200mg Ointment,Losartan 200mg,Ointment,58.67,176,Apollo Pharmacy,True
Pantoprazole 5mg Capsule,Pantoprazole 5mg,Capsule,474.93,129,Wellness Forever,False
Vitamin D3 5mg Syrup,Vitamin D3 5mg,Syrup,75.83,163,Apollo Pharmacy,False
Amlodipine 100mg Gel,Amlodipine 100mg,Gel,299.51,162,Sharma Medical,True
Cetirizine 20mg Syrup,Cetirizine 20mg,Syrup,527.31,250,Netmeds,False
Telmisartan 20mg Tablet,Telmisartan 20mg,Tablet,169.06,61,Sharma Medical,True
Diclofenac 20mg Cream,Diclofenac 20mg,Cream,97.69,192,Wellness Forever,True
Tramadol 100mg Ointment,Tramadol 100mg,Ointment,240.88,83,Netmeds,True
Losartan 650mg Capsule,Losartan 650mg,Capsule,423.86,25,Wellness Forever,True
Metformin 10mg Injection,Metformin 10mg,Injection,480.0,165,Apollo Pharmacy,True
Azithromycin 200mg Tablet,Azithromycin 200mg,Tablet,414.98,213,Guardian Pharmacy,True
Cefixime 5mg Drops,Cefixime 5mg,Drops,590.22,146,Wellness Forever,True
Losartan 650mg Ointment,Losartan 650mg,Ointment,245.39,62,Guardian Pharmacy,True
Cetirizine 100mg Syrup,Cetirizine 100mg,Syrup,331.72,28,Netmeds,False
Vitamin D3 5mg Tablet,Vitamin D3 5mg,Tablet,553.01,211,Guardian Pharmacy,False
Telmisartan 100mg Syrup,Telmisartan 100mg,Syrup,113.58,149,Guardian Pharmacy,True
Metformin 20mg Ointment,Metformin 20mg,Ointment,37.79,199,Netmeds,True
Atorvastatin 10mg Capsule,Atorvastatin 10mg,Capsule,247.7,15,Sharma Medical,True
Amlodipine 40mg Gel,Amlodipine 40mg,Gel,311.65,121,Apollo Pharmacy,True
Ibuprofen 500mg Gel,Ibuprofen 500mg,Gel,460.98,138,Sharma Medical,False
Pantoprazole 200mg Cream,Pantoprazole 200mg,Cream,375.76,101,Sharma Medical,False
Methylcobalamin 500mg Gel,Methylcobalamin 500mg,Gel,341.63,101,MedPlus,False
Rabeprazole 20mg Drops,Rabeprazole 20mg,Drops,533.4,93,Netmeds,False
Tramadol 200mg Tablet,Tramadol 200mg,Tablet,574.74,117,MedPlus,True
Atorvastatin 200mg Capsule,Atorvastatin 200mg,Capsule,422.54,59,MedPlus,True
Telmisartan 20mg Syrup,Telmisartan 20mg,Syrup,396.09,214,Apollo Pharmacy,True
Atorvastatin 20mg Drops,Atorvastatin 20mg,Drops,471.52,128,Sharma Medical,True
Tramadol 5mg Ointment,Tramadol 5mg,Ointment,388.92,170,Netmeds,True
Paracetamol 250mg Injection,Paracetamol 250mg,Injection,93.59,156,MedPlus,False
Metformin 650mg Tablet,Metformin 650mg,Tablet,47.67,71,MedPlus,True
Rabeprazole 250mg Drops,Rabeprazole 250mg,Drops,572.49,191,Sharma Medical,False
Cetirizine 5mg Capsule,Cetirizine 5mg,Capsule,298.59,125,Netmeds,False
Telmisartan 40mg Injection,Telmisartan 40mg,Injection,395.34,208,Guardian Pharmacy,True
Telmisartan 650mg Cream,Telmisartan 650mg,Cream,474.03,92,Netmeds,True
Ofloxacin 5mg Capsule,Ofloxacin 5mg,Capsule,253.3,38,Apollo Pharmacy,True
Paracetamol 200mg Injection,Paracetamol 200mg,Injection,560.42,134,Sharma Medical,False
Diclofenac 500mg Syrup,Diclofenac 500mg,Syrup,125.2,235,Guardian Pharmacy,True
Ofloxacin 200mg Tablet,Ofloxacin 200mg,Tablet,333.12,35,Apollo Pharmacy,True
Tramadol 200mg Syrup,Tramadol 200mg,Syrup,539.96,234,Sharma Medical,True
Diclofenac 20mg Drops,Diclofenac 20mg,Drops,570.14,183,Guardian Pharmacy,True
Diclofenac 100mg Injection,Diclofenac 100mg,Injection,515.74,102,Wellness Forever,True
Cefixime 40mg Capsule,Cefixime 40mg,Capsule,97.42,127,MedPlus,True
Azithromycin 200mg Cream,Azithromycin 200mg,Cream,272.72,53,Apollo Pharmacy,True
Paracetamol 200mg Capsule,Paracetamol 200mg,Capsule,16.59,172,MedPlus,False
Levocetirizine 20mg Drops,Levocetirizine 20mg,Drops,80.0,114,Sharma Medical,False
Cefixime 10mg Cream,Cefixime 10mg,Cream,557.48,113,Guardian Pharmacy,True
Vitamin D3 40mg Cream,Vitamin D3 40mg,Cream,493.67,110,Guardian Pharmacy,False
Losartan 650mg Ointment,Losartan 650mg,Ointment,248.2,147,Netmeds,True
Pantoprazole 20mg Cream,Pantoprazole 20mg,Cream,505.94,106,Sharma Medical,False
Metformin 5mg Capsule,Metformin 5mg,Capsule,296.93,184,MedPlus,True
Amoxicillin 200mg Injection,Amoxicillin 200mg,Injection,267.56,91,Guardian Pharmacy,True
Ofloxacin 650mg Tablet,Ofloxacin 650mg,Tablet,260.25,167,Apollo Pharmacy,True
Azithromycin 100mg Syrup,Azithromycin 100mg,Syrup,602.7,116,Apollo Pharmacy,True
Azithromycin 5mg Cream,Azithromycin 5mg,Cream,248.59,160,Apollo Pharmacy,True
Methylcobalamin 200mg Drops,Methylcobalamin 200mg,Drops,194.77,157,Apollo Pharmacy,False
Telmisartan 100mg Ointment,Telmisartan 100mg,Ointment,18.83,222,Sharma Medical,True
Rabeprazole 5mg Cream,Rabeprazole 5mg,Cream,33.44,158,Guardian Pharmacy,False
Rabeprazole 650mg Injection,Rabeprazole 650mg,Injection,442.03,97,MedPlus,False
Paracetamol 500mg Syrup,Paracetamol 500mg,Syrup,647.97,204,Netmeds,False
Vitamin D3 40mg Drops,Vitamin D3 40mg,Drops,385.92,137,Apollo Pharmacy,False
Azithromycin 200mg Capsule,Azithromycin 200mg,Capsule,193.51,217,Guardian Pharmacy,True
Cefixime 20mg Gel,Cefixime 20mg,Gel,626.58,75,MedPlus,True
Ofloxacin 100mg Injection,Ofloxacin 100mg,Injection,605.16,152,Apollo Pharmacy,True
Pantoprazole 40mg Syrup,Pantoprazole 40mg,Syrup,334.98,148,Apollo Pharmacy,False
Rabeprazole 20mg Cream,Rabeprazole 20mg,Cream,616.2,210,Guardian Pharmacy,False
Pantoprazole 100mg Cream,Pantoprazole 100mg,Cream,628.34,149,Netmeds,False
Atorvastatin 100mg Gel,Atorvastatin 100mg,Gel,446.86,234,Guardian Pharmacy,True
Paracetamol 500mg Ointment,Paracetamol 500mg,Ointment,176.49,102,Sharma Medical,False
Atorvastatin 20mg Injection,Atorvastatin 20mg,Injection,275.13,95,Guardian Pharmacy,True
Losartan 10mg Tablet,Losartan 10mg,Tablet,170.39,28,Netmeds,True
Levocetirizine 200mg Capsule,Levocetirizine 200mg,Capsule,606.23,126,Wellness Forever,False
Vitamin D3 10mg Injection,Vitamin D3 10mg,Injection,128.62,196,Sharma Medical,False
Amlodipine 5mg Ointment,Amlodipine 5mg,Ointment,161.84,66,Wellness Forever,True
Amlodipine 5mg Injection,Amlodipine 5mg,Injection,544.69,219,Guardian Pharmacy,True
Vitamin D3 500mg Syrup,Vitamin D3 500mg,Syrup,88.48,25,Sharma Medical,False
Tramadol 200mg Tablet,Tramadol 200mg,Tablet,623.2,222,Netmeds,True
Vitamin D3 100mg Gel,Vitamin D3 100mg,Gel,585.0,230,Guardian Pharmacy,False
Pantoprazole 650mg Ointment,Pantoprazole 650mg,Ointment,640.04,239,Guardian Pharmacy,False
Pantoprazole 5mg Drops,Pantoprazole 5mg,Drops,490.61,37,Apollo Pharmacy,False
Rabeprazole 100mg Drops,Rabeprazole 100mg,Drops,611.5,13,Guardian Pharmacy,False
Vitamin D3 650mg Drops,Vitamin D3 650mg,Drops,303.69,35,Sharma Medical,False
Rabeprazole 20mg Ointment,Rabeprazole 20mg,Ointment,451.72,8,Sharma Medical,False
Amlodipine 500mg Drops,Amlodipine 500mg,Drops,219.63,161,Wellness Forever,True
Telmisartan 5mg Cream,Telmisartan 5mg,Cream,183.88,250,Guardian Pharmacy,True
Levocetirizine 650mg Gel,Levocetirizine 650mg,Gel,330.22,58,Netmeds,False
Vitamin D3 40mg Gel,Vitamin D3 40mg,Gel,190.4,51,Guardian Pharmacy,False
Metformin 500mg Injection,Metformin 500mg,Injection,471.88,210,MedPlus,True
Losartan 40mg Drops,Losartan 40mg,Drops,137.09,209,Sharma Medical,True
Metformin 250mg Ointment,Metformin 250mg,Ointment,124.68,132,MedPlus,True
Rabeprazole 100mg Gel,Rabeprazole 100mg,Gel,203.42,148,Guardian Pharmacy,False
Ibuprofen 500mg Drops,Ibuprofen 500mg,Drops,452.57,20,MedPlus,False
Pantoprazole 500mg Ointment,Pantoprazole 500mg,Ointment,299.01,90,Wellness Forever,False
Vitamin D3 200mg Gel,Vitamin D3 200mg,Gel,367.68,212,Wellness Forever,False
Vitamin D3 40mg Tablet,Vitamin D3 40mg,Tablet,89.35,227,Sharma Medical,False
Ofloxacin 200mg Injection,Ofloxacin 200mg,Injection,123.36,204,Wellness Forever,True
Vitamin D3 200mg Gel,Vitamin D3 200mg,Gel,323.02,193,Netmeds,False
Azithromycin 10mg Drops,Azithromycin 10mg,Drops,307.87,249,MedPlus,True
Telmisartan 40mg Gel,Telmisartan 40mg,Gel,414.75,151,Netmeds,True
Azithromycin 650mg Capsule,Azithromycin 650mg,Capsule,231.23,85,Wellness Forever,True
Cetirizine 40mg Cream,Cetirizine 40mg,Cream,185.06,118,Wellness Forever,False
Cefixime 40mg Ointment,Cefixime 40mg,Ointment,118.75,223,Apollo Pharmacy,True
Metformin 10mg Injection,Metformin 10mg,Injection,612.0,184,Sharma Medical,True
Azithromycin 650mg Injection,Azithromycin 650mg,Injection,265.32,29,Apollo Pharmacy,True
Tramadol 250mg Tablet,Tramadol 250mg,Tablet,503.86,139,Apollo Pharmacy,True
Amoxicillin 650mg Cream,Amoxicillin 650mg,Cream,65.79,243,Netmeds,True
Cetirizine 5mg Injection,Cetirizine 5mg,Injection,482.58,118,Sharma Medical,False
Metformin 200mg Syrup,Metformin 200mg,Syrup,546.97,12,Apollo Pharmacy,True
Vitamin D3 100mg Gel,Vitamin D3 100mg,Gel,310.07,227,Guardian Pharmacy,False
Pantoprazole 650mg Ointment,Pantoprazole 650mg,Ointment,630.57,183,Guardian Pharmacy,False
Telmisartan 40mg Ointment,Telmisartan 40mg,Ointment,345.97,168,Guardian Pharmacy,True
Cetirizine 100mg Gel,Cetirizine 100mg,Gel,356.31,211,Apollo Pharmacy,False
Aceclofenac 20mg Cream,Aceclofenac 20mg,Cream,274.99,44,Wellness Forever,True
Paracetamol 200mg Tablet,Paracetamol 200mg,Tablet,532.21,222,MedPlus,False
Vitamin D3 100mg Cream,Vitamin D3 100mg,Cream,353.39,181,Netmeds,False
Tramadol 250mg Cream,Tramadol 250mg,Cream,500.62,209,Wellness Forever,True
Ofloxacin 250mg Injection,Ofloxacin 250mg,Injection,361.76,53,Netmeds,True
Losartan 40mg Drops,Losartan 40mg,Drops,171.43,188,Sharma Medical,True
Methylcobalamin 5mg Drops,Methylcobalamin 5mg,Drops,179.78,113,Sharma Medical,False
Atorvastatin 10mg Cream,Atorvastatin 10mg,Cream,425.72,141,Wellness Forever,True
